tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,tenure_bucket_ord,is_auto_pay,is_long_contract,streaming_services,support_services,senior_fiber_optic,charges_per_month_of_tenure,high_charge_to_clv_ratio,tenure_years,per_service_charge,is_fiber_optic,has_streaming_any,has_support_any,has_multiple_lines_yes,is_electronic_check,paperless_autopay,family_bundle,early_tenure_flag,high_monthly_charge,tenure_remaining,tenure_fraction_complete,remaining_value,remaining_value_ratio,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag,CLV_quartile
60,101.15,6067.4,2427.6000000000004,6,0.999736365134289,1,3,1,1,2,1,0,101.12333333333332,0,5.0,16.858333333333334,1,1,1,1,0,0,1,0,1,0,2.5,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),24m+,0,Premium
57,93.75,5625.55,2250.0,6,1.0527345029239767,0,3,0,1,1,2,1,98.6938596491228,0,4.75,15.625,1,1,1,1,1,0,0,0,1,0,2.375,0.0,0.0,Male,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,24m+,0,Premium
2,45.15,98.5,270.9,2,1.0908084163898115,1,0,0,0,0,0,0,49.25,1,0.1666666666666666,22.575,0,0,0,0,1,0,0,1,0,4,0.3333333333333333,172.39999999999998,0.6363971945367294,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Low
66,20.55,1357.1,493.2000000000001,1,1.0005898400058983,0,3,0,1,0,0,0,20.562121212121212,0,5.5,20.55,0,0,0,0,0,0,1,0,0,0,2.75,0.0,0.0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,Medium
39,75.25,3017.65,451.5,3,1.028247721270977,1,3,0,0,0,0,0,77.37564102564103,1,3.25,25.083333333333332,1,0,0,1,1,0,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,24m+,1,Medium
9,72.9,651.4,437.4,6,0.992836457857034,0,1,0,0,2,2,0,72.37777777777778,1,0.75,12.15,0,1,1,0,0,0,1,0,1,0,1.5,0.0,0.0,Female,0,No,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,6-12m,1,Medium
44,96.1,4364.1,576.5999999999999,5,1.0320925172642137,1,3,0,0,2,0,0,99.18409090909093,1,3.6666666666666665,19.22,1,1,0,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
1,68.5,68.5,411.0,2,1.0,1,0,0,0,0,0,0,68.5,1,0.0833333333333333,34.25,1,0,0,0,1,0,1,1,0,5,0.1666666666666666,342.5,0.8333333333333334,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
20,64.15,1274.45,769.8000000000001,5,0.993335931410756,0,2,0,1,1,2,0,63.7225,0,1.6666666666666667,12.830000000000002,0,1,1,0,0,0,1,0,0,0,1.6666666666666667,0.0,0.0,Male,0,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,12-24m,0,High
30,21.25,711.9,510.0,1,1.1167058823529412,0,3,0,1,0,0,0,23.73,0,2.5,21.25,0,0,0,0,0,0,1,0,0,0,1.25,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,Medium
64,53.85,3399.85,646.2,4,0.9864931522748376,1,3,1,1,0,1,0,53.12265625,0,5.333333333333333,13.4625,0,0,1,1,0,1,1,0,0,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),24m+,0,High
62,23.75,1446.8,285.0,2,0.9825466893039048,0,3,1,1,0,0,0,23.335483870967742,0,5.166666666666667,11.875,0,0,0,1,0,1,1,0,0,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24m+,0,Low
34,84.05,2909.95,504.2999999999999,4,1.0182839346327466,1,3,0,0,1,1,0,85.58676470588235,1,2.8333333333333335,21.0125,1,1,1,0,0,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24m+,0,Medium
48,20.0,935.9,480.0,1,0.9748958333333332,0,3,0,1,0,0,0,19.497916666666665,0,4.0,20.0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,Medium
53,94.25,4867.95,1131.0,5,0.9745157900005004,1,3,1,1,2,1,0,91.84811320754716,0,4.416666666666667,18.85,1,1,1,0,0,1,1,0,1,0,4.416666666666667,0.0,0.0,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,1,Premium
15,94.0,1505.45,564.0,5,1.0676950354609929,1,2,1,0,2,1,0,100.36333333333332,1,1.25,18.8,1,1,1,0,0,1,0,0,1,0,2.5,0.0,0.0,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),12-24m,0,High
48,104.5,5068.05,627.0,7,1.0103767942583732,0,3,0,0,2,3,1,105.584375,1,4.0,14.928571428571429,1,1,1,0,1,0,1,0,1,0,5.0,0.0,0.0,Female,1,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0,High
72,109.7,8129.3,2632.8,8,1.02923376886458,1,3,1,1,2,3,0,112.90694444444443,0,6.0,13.7125,1,1,1,1,0,0,1,0,1,0,3.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),24m+,0,Premium
28,29.75,790.7,178.5,2,0.94921968787515,1,3,0,0,0,1,0,28.239285714285717,1,2.3333333333333335,14.875,0,0,1,0,0,0,0,0,0,0,4.666666666666667,0.0,0.0,Female,0,No,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,24m+,0,Low
37,90.35,3419.3,542.0999999999999,5,1.0228391091700446,0,3,0,0,1,2,0,92.41351351351352,1,3.0833333333333335,18.07,1,1,1,0,1,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,24m+,0,High
66,115.8,7942.15,1389.6,9,1.0391675825613649,0,3,1,1,2,4,0,120.33560606060604,0,5.5,12.866666666666667,1,1,1,1,0,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24m+,0,Premium
41,79.9,3326.2,479.4,8,1.015354559052474,0,3,1,0,1,4,0,81.12682926829268,1,3.4166666666666665,9.9875,0,1,1,1,0,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24m+,1,Medium
27,56.15,1439.35,336.9,4,0.9494080010553742,0,3,0,0,0,2,0,53.30925925925926,1,2.25,14.0375,0,0,1,0,0,0,0,0,0,0,4.5,0.0,0.0,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,24m+,0,Low
55,45.05,2462.6,540.5999999999999,2,0.9938855816769246,1,3,1,1,0,0,0,44.77454545454545,0,4.583333333333333,22.525,0,0,0,0,0,0,0,0,0,0,4.583333333333333,0.0,0.0,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24m+,0,High
41,68.6,2877.05,823.1999999999999,6,1.0229147408092158,0,3,0,1,1,2,0,70.1719512195122,0,3.4166666666666665,11.433333333333332,0,1,1,1,1,0,0,0,0,0,3.4166666666666665,0.0,0.0,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,24m+,0,High
9,70.05,657.5,420.2999999999999,2,1.042905860893013,1,1,0,0,0,0,0,73.05555555555556,1,0.75,35.025,1,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,6-12m,0,Medium
4,20.15,84.5,120.9,1,1.0483870967741935,0,0,0,0,0,0,0,21.125,1,0.3333333333333333,20.15,0,0,0,0,0,0,0,1,0,2,0.6666666666666666,36.39999999999999,0.3010752688172042,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0,Low
1,69.95,69.95,419.7000000000001,2,1.0,1,0,0,0,0,0,0,69.95,1,0.0833333333333333,34.975,1,0,0,0,1,0,0,1,0,5,0.1666666666666666,349.75000000000006,0.8333333333333334,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-6m,1,Medium
1,25.25,25.25,151.5,1,1.0,1,0,1,0,0,0,0,25.25,1,0.0833333333333333,25.25,0,0,0,0,0,0,0,1,0,5,0.1666666666666666,126.25,0.8333333333333334,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0-6m,0,Low
61,69.9,4226.7,1677.6,6,0.9912755927671848,1,3,0,1,1,2,0,69.29016393442623,0,5.083333333333333,11.65,0,1,1,1,0,0,1,0,0,0,2.5416666666666665,0.0,0.0,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,24m+,0,Premium
55,90.15,4916.95,1081.8000000000002,9,0.9916704482428276,0,3,0,1,2,4,0,89.3990909090909,0,4.583333333333333,10.016666666666667,0,1,1,1,1,0,1,0,1,0,4.583333333333333,0.0,0.0,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
18,25.1,428.45,602.4000000000001,2,0.9483178397521026,0,2,0,1,0,0,0,23.802777777777777,0,1.5,12.55,0,0,0,1,0,0,1,0,0,6,0.75,173.9500000000001,0.2887616201859231,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,12-24m,0,High
5,92.5,452.7,555.0,5,0.9788108108108108,1,0,0,0,1,1,0,90.54,1,0.4166666666666667,18.5,1,1,1,1,1,0,0,1,1,1,0.8333333333333334,102.3,0.1843243243243243,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1,High
31,84.85,2633.4,509.1,4,1.0011595415058834,1,3,0,0,1,0,1,84.9483870967742,1,2.5833333333333335,21.2125,1,1,0,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,0,Medium
11,100.75,1129.75,604.5,6,1.019399954883826,1,1,0,0,2,1,0,102.70454545454544,1,0.9166666666666666,16.791666666666668,1,1,1,1,1,0,0,0,1,0,1.8333333333333333,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1,High
25,20.1,486.05,482.4,1,0.9672636815920396,0,3,0,1,0,0,0,19.442,0,2.0833333333333335,20.1,0,0,0,0,0,0,1,0,0,0,1.0416666666666667,0.0,0.0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,Medium
2,29.05,44.75,174.3,2,0.770223752151463,0,0,1,0,0,1,0,22.375,1,0.1666666666666666,14.525,0,0,1,0,0,0,1,1,0,4,0.3333333333333333,129.55,0.7432587492828456,Female,0,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0-6m,0,Low
51,93.8,4750.95,562.8,6,0.9931330741251724,1,3,1,0,1,2,1,93.15588235294118,1,4.25,15.633333333333333,1,1,1,1,0,1,1,0,1,0,5.0,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24m+,1,High
32,99.55,3204.65,597.3,6,1.005980035158212,1,3,1,0,2,1,0,100.1453125,1,2.6666666666666665,16.591666666666665,1,1,1,1,0,1,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24m+,1,High
49,85.3,4297.95,511.7999999999999,4,1.0282915041749408,1,3,1,0,1,1,0,87.71326530612245,1,4.083333333333333,21.325,1,1,1,0,0,1,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,0,High
61,75.35,4729.3,1808.4,7,1.0289251253712186,0,3,1,1,1,3,0,77.52950819672131,0,5.083333333333333,10.764285714285714,0,1,1,1,0,0,1,0,1,0,2.5416666666666665,0.0,0.0,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),24m+,0,Premium
12,20.4,266.6,122.4,1,1.0890522875816997,0,1,0,0,0,0,0,22.21666666666667,1,1.0,20.4,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6-12m,0,Low
71,46.35,3353.4,1112.4,5,1.0190072473677014,0,3,1,1,0,4,0,47.23098591549296,0,5.916666666666667,9.27,0,0,1,0,0,0,1,0,0,0,2.9583333333333335,0.0,0.0,Male,1,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),24m+,0,Premium
50,106.8,5347.95,1281.6,7,1.0014887640449437,0,3,0,1,2,2,1,106.959,0,4.166666666666667,15.257142857142856,1,1,1,1,1,0,0,0,1,0,4.166666666666667,0.0,0.0,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
11,70.2,834.7,421.2000000000001,2,1.080937580937581,1,1,0,0,0,0,1,75.88181818181819,1,0.9166666666666666,35.1,1,0,0,0,1,0,1,0,0,0,1.8333333333333333,0.0,0.0,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,6-12m,0,Medium
22,25.6,548.8,307.20000000000005,2,0.974431818181818,0,2,1,1,0,0,0,24.94545454545454,0,1.8333333333333333,12.8,0,0,0,1,0,0,1,0,0,0,1.8333333333333333,0.0,0.0,Female,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),12-24m,0,Low
1,85.45,85.45,512.7,4,1.0,1,0,0,0,1,0,0,85.45,1,0.0833333333333333,21.3625,1,1,0,1,0,0,0,1,1,5,0.1666666666666666,427.25000000000006,0.8333333333333334,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0-6m,1,High
8,101.15,842.9,606.9000000000001,6,1.041646070192783,1,1,0,0,2,2,0,105.3625,1,0.6666666666666666,16.858333333333334,1,1,1,0,1,0,1,0,1,0,1.3333333333333333,0.0,0.0,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,6-12m,1,High
1,70.3,70.3,421.7999999999999,2,1.0,1,0,0,0,0,0,1,70.3,1,0.0833333333333333,35.15,1,0,0,0,1,0,1,1,0,5,0.1666666666666666,351.49999999999994,0.8333333333333333,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
5,94.45,498.1,566.7,5,1.0547379565907888,1,0,0,0,2,1,0,99.62,1,0.4166666666666667,18.89,1,1,1,0,1,0,1,1,1,1,0.8333333333333334,68.60000000000002,0.1210517028410093,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,1,High
52,84.1,4348.65,504.6,4,0.9943862617762736,1,3,0,0,1,1,0,83.6278846153846,1,4.333333333333333,21.025,1,1,1,0,1,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,24m+,1,Medium
40,104.8,4131.95,628.8,7,0.9856750954198472,0,3,1,0,2,2,0,103.29875,1,3.3333333333333335,14.971428571428572,1,1,1,1,0,0,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24m+,1,High
57,86.9,4939.25,1042.8000000000002,4,0.9971635071568448,1,3,0,1,1,0,0,86.65350877192982,0,4.75,21.725,1,1,0,1,1,0,0,0,1,0,4.75,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,24m+,0,Premium
69,26.3,1763.55,315.6,2,0.9718135228963464,0,3,0,1,0,0,0,25.558695652173913,0,5.75,13.15,0,0,0,1,1,0,1,0,0,0,5.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24m+,0,Low
4,69.55,284.9,417.2999999999999,2,1.0240833932422715,1,0,0,0,0,0,0,71.225,1,0.3333333333333333,34.775,1,0,0,0,0,0,1,1,0,2,0.6666666666666666,132.39999999999998,0.3172777378384855,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,0,Medium
68,103.25,7074.4,2478.0,7,1.0076057541660732,1,3,1,1,2,3,0,104.03529411764706,0,5.666666666666667,14.75,1,1,1,0,0,1,1,0,1,0,2.8333333333333335,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
37,64.75,2345.2,388.5,4,0.9789001356568924,1,3,0,0,2,0,0,63.38378378378378,1,3.0833333333333335,16.1875,0,1,0,0,1,0,0,0,0,0,5.0,0.0,0.0,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,Medium
9,95.5,829.1,573.0,5,0.964630599185573,1,1,0,0,2,0,0,92.12222222222222,1,0.75,19.1,1,1,0,1,1,0,0,0,1,0,1.5,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1,High
46,19.4,967.85,465.6,1,1.0845472882115643,0,3,0,1,0,0,0,21.04021739130435,0,3.8333333333333335,19.4,0,0,0,0,0,0,1,0,0,0,1.9166666666666667,0.0,0.0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,Medium
50,108.25,5431.4,1299.0,8,1.0034919168591223,1,3,0,1,2,3,0,108.628,0,4.166666666666667,13.53125,1,1,1,1,1,0,1,0,1,0,4.166666666666667,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
37,88.8,3340.55,532.8,5,1.0167244947650351,1,3,0,0,1,1,0,90.28513513513514,1,3.0833333333333335,17.759999999999998,1,1,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,24m+,0,High
7,78.55,522.95,471.2999999999999,4,0.9510775666090752,1,1,1,0,0,1,0,74.70714285714287,1,0.5833333333333334,19.6375,1,0,1,1,0,1,0,0,1,0,1.1666666666666667,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),6-12m,0,Medium
14,25.55,372.45,153.3,2,1.0412356723511322,0,2,0,0,0,0,0,26.603571428571428,1,1.1666666666666667,12.775,0,0,0,1,0,0,1,0,0,0,2.3333333333333335,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12-24m,0,Low
20,24.9,505.95,149.39999999999998,1,1.0159638554216868,1,2,1,0,0,0,0,25.2975,1,1.6666666666666667,24.9,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,0.0,0.0,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),12-24m,0,Low
50,24.95,1261.45,598.8,2,1.0111823647294589,0,3,0,1,0,0,0,25.229,0,4.166666666666667,12.475,0,0,0,1,0,0,1,0,0,0,2.0833333333333335,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,High
9,103.1,970.45,618.5999999999999,6,1.045856234508029,0,1,0,0,2,2,0,107.82777777777778,1,0.75,17.183333333333334,1,1,1,0,1,0,1,0,1,0,1.5,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,6-12m,0,High
4,80.3,324.2,481.7999999999999,4,1.0093399750933998,1,0,0,0,0,1,0,81.05,1,0.3333333333333333,20.075,1,0,1,1,0,0,0,1,1,2,0.6666666666666666,157.59999999999997,0.3271066832710668,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,0,Medium
23,55.3,1284.2,331.79999999999995,4,1.0096705715858167,0,2,1,0,0,2,0,55.834782608695654,1,1.9166666666666667,13.825,0,0,1,0,0,1,1,0,0,0,3.8333333333333335,0.0,0.0,Male,0,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),12-24m,0,Low
4,101.15,385.9,606.9000000000001,6,0.953781512605042,1,0,0,0,2,1,0,96.475,1,0.3333333333333333,16.858333333333334,1,1,1,1,1,0,1,1,1,2,0.6666666666666666,221.0000000000001,0.3641456582633054,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0-6m,1,High
51,20.65,1020.75,495.6,1,0.9692351516877938,0,3,1,1,0,0,0,20.014705882352946,0,4.25,20.65,0,0,0,0,0,0,0,0,0,0,2.125,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0,Medium
12,74.75,827.05,448.5,6,0.9220178372352285,1,1,1,0,2,1,0,68.92083333333333,1,1.0,12.458333333333334,0,1,1,1,0,0,0,0,1,0,2.0,0.0,0.0,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),6-12m,0,Medium
23,19.5,470.2,117.0,1,1.0483835005574136,0,2,0,0,0,0,0,20.443478260869565,1,1.9166666666666667,19.5,0,0,0,0,0,0,0,0,0,0,3.8333333333333335,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,12-24m,0,Low
71,93.25,6669.45,559.5,6,1.0073556621228712,1,3,1,0,1,2,0,93.93591549295776,1,5.916666666666667,15.541666666666666,1,1,1,1,0,1,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0,High
44,54.9,2549.1,329.4,4,1.0552657724788872,0,3,1,0,0,2,0,57.934090909090905,1,3.6666666666666665,13.725,0,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0,Low
30,55.3,1530.6,331.79999999999995,4,0.9226039783001808,1,3,1,0,0,2,0,51.02,1,2.5,13.825,0,0,1,0,0,1,0,0,0,0,5.0,0.0,0.0,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0,Low
72,70.65,5011.15,1695.6,6,0.9851281748840134,1,3,1,1,1,3,0,69.59930555555555,0,6.0,11.775,0,1,1,0,0,1,1,0,1,0,3.0,0.0,0.0,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),24m+,0,Premium
55,94.75,5276.1,1137.0,5,1.012444231230511,1,3,0,1,2,1,0,95.92909090909092,0,4.583333333333333,18.95,1,1,1,0,1,0,1,0,1,0,4.583333333333333,0.0,0.0,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
3,29.2,98.5,175.2,2,1.1244292237442923,1,0,0,0,0,1,0,32.833333333333336,1,0.25,14.6,0,0,1,0,0,0,0,1,0,3,0.5,76.69999999999999,0.4377853881278538,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,0-6m,0,Low
68,75.8,5293.95,909.6,7,1.0270739562315692,0,3,1,1,1,3,0,77.85220588235293,0,5.666666666666667,10.828571428571427,0,1,1,1,0,1,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),24m+,1,Premium
7,53.65,404.35,321.9,4,1.0766875249633872,1,1,0,0,0,1,0,57.76428571428572,1,0.5833333333333334,13.4125,0,0,1,1,1,0,0,0,0,0,1.1666666666666667,0.0,0.0,Female,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,6-12m,0,Low
3,75.8,246.3,454.7999999999999,3,1.08311345646438,1,0,0,0,0,0,0,82.10000000000001,1,0.25,25.266666666666666,1,0,0,1,1,0,0,1,1,3,0.5,208.49999999999991,0.4584432717678099,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
2,43.95,85.1,263.70000000000005,2,0.968145620022753,1,0,0,0,0,0,0,42.55,1,0.1666666666666666,21.975,0,0,0,0,1,0,0,1,0,4,0.3333333333333333,178.60000000000005,0.677284793325749,Female,1,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-6m,0,Low
